date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by,DESIRED_FORMAT,age_group
15-05-2021,10,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,15-05-2021,M,No,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
15-05-2021,17,Palestinian,Gaza City,Gaza,Gaza Strip,15-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
15-05-2021,5,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,15-05-2021,M,No,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
15-05-2021,37,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,15-05-2021,M,No,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
15-05-2021,26,Palestinian,Gaza City,Gaza,Gaza Strip,15-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
15-05-2021,7,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,15-05-2021,F,No,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
14-05-2021,32,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,14-05-2021,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,36,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,14-05-2021,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,25,Palestinian,Rafah,Rafah,Gaza Strip,14-05-2021,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,26,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,14-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,6,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,14-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
14-05-2021,8,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,14-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
14-05-2021,34,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,14-05-2021,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,22,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,14-05-2021,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,28,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,14-05-2021,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,32,Palestinian,Gaza City,Gaza,Gaza Strip,14-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,12,Palestinian,Gaza City,Gaza,Gaza Strip,14-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
14-05-2021,18,Palestinian,Gaza City,Gaza,Gaza Strip,15-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,26,Palestinian,Gaza City,Gaza,Gaza Strip,14-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,24,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,14-05-2021,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,23,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,14-05-2021,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
14-05-2021,44,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,14-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,24,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,66,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,> 64
13-05-2021,2,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
13-05-2021,6,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
13-05-2021,63,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
13-05-2021,39,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,36,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,4,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
13-05-2021,7,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
13-05-2021,22,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,18,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,51,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
13-05-2021,14,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,13-05-2021,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,0-14
13-05-2021,20,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,13-05-2021,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,24,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,13-05-2021,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,22,Palestinian,Erez (Industrial Zone),North Gaza,Gaza Strip,17-05-2021,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,24,Palestinian,Erez (Industrial Zone),North Gaza,Gaza Strip,13-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,live ammunition,Israeli security forces,May 2021,15-44
13-05-2021,33,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,27-05-2021,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,20,Palestinian,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,Gaza Strip,13-05-2021,M,No,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,gunfire,shell,Israeli security forces,May 2021,15-44
13-05-2021,25,Palestinian,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,Gaza Strip,13-05-2021,F,No,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,gunfire,shell,Israeli security forces,May 2021,15-44
13-05-2021,17,Palestinian,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,Gaza Strip,13-05-2021,F,No,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,gunfire,shell,Israeli security forces,May 2021,15-44
13-05-2021,26,Palestinian,Rafah,Rafah,Gaza Strip,13-05-2021,F,No,Rafah,Rafah,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,2,Palestinian,Rafah,Rafah,Gaza Strip,13-05-2021,F,No,Rafah,Rafah,gunfire,missile,Israeli security forces,May 2021,0-14
13-05-2021,21,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,13-05-2021,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,37,Palestinian,Gaza City,Gaza,Gaza Strip,13-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,35,Palestinian,Gaza City,Gaza,Gaza Strip,13-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,21,Palestinian,Rafah,Rafah,Gaza Strip,13-05-2021,F,No,Rafah,Rafah,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,29,Palestinian,Rafah,Rafah,Gaza Strip,13-05-2021,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,65,Palestinian,Rafah,Rafah,Gaza Strip,13-05-2021,F,No,Rafah,Rafah,gunfire,missile,Israeli security forces,May 2021,> 64
13-05-2021,22,Palestinian,a-Zawaydah,Deir al-Balah,Gaza Strip,15-05-2021,M,No,a-Zawaydah,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,17,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,13-05-2021,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,20,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,19-05-2021,M,Unknown,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
13-05-2021,13,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,13-05-2021,F,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,0-14
13-05-2021,27,Palestinian,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,Gaza Strip,13-05-2021,F,No,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,gunfire,shell,Israeli security forces,May 2021,15-44
13-05-2021,47,Palestinian,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,Gaza Strip,13-05-2021,F,No,al-Qarayah al-Badwiyah al-Maslakh,North Gaza,gunfire,shell,Israeli security forces,May 2021,45-64
13-05-2021,39,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,13-05-2021,F,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,39,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,29,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,37,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,36,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,40,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,65,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,> 64
12-05-2021,56,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,40,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,56,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,59,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,4,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
12-05-2021,31,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,41,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,43,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,13,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
12-05-2021,2,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
12-05-2021,13,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,12-05-2021,M,No,al-Fukhari,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,0-14
12-05-2021,10,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,12-05-2021,M,No,al-Fukhari,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,0-14
12-05-2021,31,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,66,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,> 64
12-05-2021,46,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,66,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,> 64
12-05-2021,28,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,55,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,37,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,12-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,48,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,12-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,22,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,12-05-2021,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,37,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,12-05-2021,M,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,57,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,12-05-2021,M,No,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,28,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-05-2021,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,49,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-05-2021,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,40,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,59,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,28,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,36,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,28,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,25,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,64,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
12-05-2021,17,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,12-05-2021,M,No,Bani Suheila,Khan Yunis,gunfire,live ammunition,Israeli security forces,May 2021,15-44
12-05-2021,29,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,12-05-2021,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,24,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,12-05-2021,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,26,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,12-05-2021,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,26,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,12-05-2021,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,31,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,26,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
12-05-2021,33,Palestinian,Gaza City,Gaza,Gaza Strip,12-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,40,Palestinian,Gaza City,Gaza,Gaza Strip,11-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,48,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,11-05-2021,M,Yes,a-Shati' Camp,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
11-05-2021,58,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,11-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,45-64
11-05-2021,18,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,11-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,18,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,11-05-2021,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,21,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,11-05-2021,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,44,Palestinian,Gaza City,Gaza,Gaza Strip,11-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,15,Palestinian,Gaza City,Gaza,Gaza Strip,11-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,2,Palestinian,Gaza City,Gaza,Gaza Strip,18-05-2021,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,0-14
11-05-2021,33,Palestinian,Gaza City,Gaza,Gaza Strip,11-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,33,Palestinian,Gaza City,Gaza,Gaza Strip,11-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,29,Palestinian,Gaza City,Gaza,Gaza Strip,11-05-2021,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
11-05-2021,34,Palestinian,Gaza City,Gaza,Gaza Strip,11-05-2021,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,27,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,31,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,32,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,27,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,29,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,26,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,30,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,21,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,23,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,28,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,26,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,35,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,12-05-2021,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,38,Palestinian,Jabalya,North Gaza,Gaza Strip,10-05-2021,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,26,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,15,Palestinian,Jabalya,North Gaza,Gaza Strip,10-05-2021,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,26,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,25,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,37,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,11-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,23,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,36,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,15-06-2021,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,26,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,10-05-2021,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,23,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,23,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
10-05-2021,27,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,10-05-2021,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,May 2021,15-44
21-01-2020,17,Palestinian,Kissufim - Israeli side,Israel,Israel,21-01-2020,M,Unknown,al-Maghazi R.C.,Deir al-Balah,gunfire,live ammunition,Israeli security forces,Jan 2020,15-44
21-01-2020,18,Palestinian,Kissufim - Israeli side,Israel,Israel,21-01-2020,M,Unknown,Deir al-Balah,Deir al-Balah,gunfire,live ammunition,Israeli security forces,Jan 2020,15-44
21-01-2020,18,Palestinian,Kissufim - Israeli side,Israel,Israel,21-01-2020,M,Unknown,al-Maghazi R.C.,Deir al-Balah,gunfire,live ammunition,Israeli security forces,Jan 2020,15-44
17-12-2019,38,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,17-12-2019,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,Dec 2019,15-44
29-11-2019,16,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,29-11-2019,M,No,Khan Yunis,Khan Yunis,gunfire,live ammunition,Israeli security forces,Nov 2019,15-44
14-11-2019,33,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,14-11-2019,F,No,Deir al-Balah,Deir al-Balah,gunfire,bomb,Israeli security forces,Nov 2019,15-44
